id	name	tradition	value	action	bare	of_whom	duplicated_in	suggested_move_to	reason
7396	Ravana	Hindu	father of Indrajit	STRIP_TO_BARE	father	Indrajit			"father of X" pattern
6542	Miaozhuang Wang	Chinese	spouse	KEEP					bare kinship term
6586	Alala	Greek	spouse	KEEP					bare kinship term
6592	Thrasos	Greek	spouse	KEEP					bare kinship term
6607	Bendis	Greek	spouse	KEEP					bare kinship term
6706	Ekecheiria	Greek	spouse	KEEP					bare kinship term
6714	Eleutheria	Greek	spouse	KEEP					bare kinship term
6828	Pandion	Greek	spouse	KEEP					bare kinship term
6933	Podalirius	Greek	spouse	KEEP					bare kinship term
6190	Smicrus	Greek	spouse	KEEP					bare kinship term
6191	Aceso	Greek	spouse	KEEP					bare kinship term
7168	Kimpurushas	Hindu	horse-headed celestials	TITLE_MOVE				domain	title not present in any other field
7172	Vaikuntha Kamalaja	Hindu	joint icon of Viṣṇu and Lakṣmī	TITLE_MOVE				domain	title not present in any other field
7290	Lahmu	Mesopotamian	son	KEEP					bare kinship term
7290	Lahmu	Mesopotamian	spouse	KEEP					bare kinship term
7303	Ningal	Mesopotamian	daughter	KEEP					bare kinship term
7303	Ningal	Mesopotamian	wife	KEEP					bare kinship term
7521	Hun Hunahpu	Maya	father of the Hero Twins Hunahpu and Xbalanque	STRIP_TO_BARE	father	the Hero Twins Hunahpu and Xbalanque			"father of X" pattern
7521	Hun Hunahpu	Maya	identified with the Maya Maize God	TITLE_DUP			character_trait		"maize god" already in character_trait
7352	Asherah (Israelite)	Abrahamic	consort (per epigraphic evidence, contested)	TITLE_MOVE				domain	title not present in any other field
7352	Asherah (Israelite)	Abrahamic	popular Iron-Age goddess	TITLE_DUP			domain		"goddess" already in domain
6133	Michael	Abrahamic	archangel	TITLE_MOVE				domain	title not present in any other field
6133	Michael	Abrahamic	prince of the heavenly armies	TITLE_MOVE				character_trait	title not present in any other field
6108	Adam	Abrahamic	first man	TITLE_DUP			domain		full string already in domain
6108	Adam	Abrahamic	husband	KEEP					bare kinship term
6108	Adam	Abrahamic	progenitor of humanity	TITLE_MOVE				domain	title not present in any other field
6245	Moses	Abrahamic	prophet	TITLE_MOVE				domain	title not present in any other field
6245	Moses	Abrahamic	lawgiver	TITLE_MOVE				domain	title not present in any other field
6245	Moses	Abrahamic	husband	KEEP					bare kinship term
6245	Moses	Abrahamic	leader	TITLE_DUP			domain		full string already in domain
7296	Anu	Mesopotamian	son	KEEP					bare kinship term
7296	Anu	Mesopotamian	king	TITLE_DUP			domain		full string already in domain
7215	Dewi Sri	Balinese	the Balinese-Javanese goddess of rice and fertility	TITLE_DUP			domain		"fertility" already in domain
7520	Xbalanque	Maya	one of the Hero Twins	TITLE_MOVE				character_trait	title not present in any other field
7520	Xbalanque	Maya	son of Hun Hunahpu	STRIP_TO_BARE	son	Hun Hunahpu			"son of X" pattern
7520	Xbalanque	Maya	twin of Hunahpu	STRIP_TO_BARE	sister	Hunahpu			"sister of X" pattern
7520	Xbalanque	Maya	raised to become the moon	TITLE_MOVE				domain	title not present in any other field
6252	Fortuna	Roman	identified with Greek Tyche	TITLE_MOVE				domain	title not present in any other field
6252	Fortuna	Roman	indigenous Italic origin	TITLE_MOVE				domain	title not present in any other field
6252	Fortuna	Roman	in Praeneste tradition, mother of Jupiter and Juno (uniquely Italic)	TITLE_MOVE				domain	title not present in any other field
6252	Fortuna	Roman	many cult-aspects (Primigenia, Virilis, Muliebris, Redux, Augusta)	TITLE_MOVE				identification	title not present in any other field
6136	Inanna	Mesopotamian	daughter	KEEP					bare kinship term
6136	Inanna	Mesopotamian	wife	KEEP					bare kinship term
7223	Yama	Buddhist	lord of death and judge of the dead	TITLE_MOVE				domain (or identification)	title not present in any other field
7223	Yama	Buddhist	the Buddhist development of the Vedic/Hindu Yama	TITLE_MOVE				domain	title not present in any other field
7401	Anubis	Egyptian	son of Nephthys (by Osiris in Plutarch 14, by Set in other versions)	STRIP_TO_BARE	son	Nephthys (by Osiris in Plutarch 14, by Set in other versions)			"son of X" pattern
7401	Anubis	Egyptian	adopted by Isis (who raised him as her own)	TITLE_MOVE				domain	title not present in any other field
7401	Anubis	Egyptian	grave-god, psychopomp	TITLE_DUP			domain		"psychopomp" already in domain
7503	Siddhartha Gautama	Buddhist	the historical Buddha	TITLE_MOVE				identification	title not present in any other field
7503	Siddhartha Gautama	Buddhist	prince of the Śākya clan	TITLE_MOVE				character_trait	title not present in any other field
7503	Siddhartha Gautama	Buddhist	son of Śuddhodana and Māyā	STRIP_TO_BARE	son	Śuddhodana and Māyā			"son of X" pattern
7503	Siddhartha Gautama	Buddhist	founder of Buddhism	TITLE_MOVE				domain	title not present in any other field
7512	Itzamna	Maya	supreme creator-god of the Yucatec Maya	TITLE_MOVE				domain (or identification)	title not present in any other field
7512	Itzamna	Maya	consort of Ix Chel	STRIP_TO_BARE	consort	Ix Chel			"consort of X" pattern
7512	Itzamna	Maya	patron of writing and learning	TITLE_DUP			domain		"learning" already in domain
7259	Mannus	Germanic	founder-figure of the Germanic peoples	TITLE_MOVE				domain	title not present in any other field
7259	Mannus	Germanic	son of Tuisto	STRIP_TO_BARE	son	Tuisto			"son of X" pattern
7259	Mannus	Germanic	father of the eponymous ancestors of the Germanic groupings	STRIP_TO_BARE	father	the eponymous ancestors of the Germanic groupings			"father of X" pattern
7369	Saga	Norse	Aesir-goddess	TITLE_MOVE				domain (or identification)	title not present in any other field
7369	Saga	Norse	companion of Odin	TITLE_MOVE				domain	title not present in any other field
7107	Váli	Norse	son	KEEP					bare kinship term
7107	Váli	Norse	avenger	TITLE_MOVE				domain	title not present in any other field
7107	Váli	Norse	survivor	TITLE_MOVE				domain	title not present in any other field
6475	Aristaeus	Greek	spouse	KEEP					bare kinship term
7204	Attar	Canaanite	son	KEEP					bare kinship term
7516	Chaac	Maya	the Maya rain-god	TITLE_MOVE				domain (or identification)	title not present in any other field
7516	Chaac	Maya	quadrupled into the four directional Chaacs	TITLE_MOVE				domain	title not present in any other field
7516	Chaac	Maya	cognate of the Aztec Tlaloc	TITLE_MOVE				domain	title not present in any other field
7289	Apsu	Mesopotamian	spouse	KEEP					bare kinship term
7230	Sabazios	Phrygian	Phrygian-Thracian sky- and father-god	TITLE_MOVE				domain (or identification)	title not present in any other field
7230	Sabazios	Phrygian	a mystery-cult deity	TITLE_MOVE				domain (or identification)	title not present in any other field
7230	Sabazios	Phrygian	identified by the Greeks with Zeus and with Dionysus	TITLE_MOVE				domain	title not present in any other field
7102	Hermóðr	Norse	son	KEEP					bare kinship term
7102	Hermóðr	Norse	divine messenger	TITLE_DUP			domain		full string already in domain
6331	Shenshu and Yulü	Chinese	spouse	KEEP					bare kinship term
7517	Kinich Ahau	Maya	the Maya sun-god	TITLE_MOVE				domain (or identification)	title not present in any other field
7517	Kinich Ahau	Maya	patron of kingship	TITLE_DUP			domain		"kingship" already in domain
7517	Kinich Ahau	Maya	sometimes the solar aspect of Itzamna	TITLE_MOVE				identification	title not present in any other field
7517	Kinich Ahau	Maya	cognate of the Aztec Tonatiuh	TITLE_MOVE				domain	title not present in any other field
7383	Garuda	Hindu	son of Kaśyapa and Vinatā	STRIP_TO_BARE	son	Kaśyapa and Vinatā			"son of X" pattern
7383	Garuda	Hindu	enemy of his serpent-cousins	TITLE_MOVE				domain	title not present in any other field
7383	Garuda	Hindu	mount of Viṣṇu	TITLE_MOVE				domain	title not present in any other field
7383	Garuda	Hindu	king of birds	TITLE_DUP			domain		full string already in domain
7522	Vucub Caquix	Maya	the bird-monster Seven Macaw	TITLE_MOVE				domain	title not present in any other field
7522	Vucub Caquix	Maya	the false sun of the age before the true sun	TITLE_MOVE				domain	title not present in any other field
7522	Vucub Caquix	Maya	adversary of the Hero Twins	TITLE_MOVE				character_trait	title not present in any other field
6450	Yuanshi Tianzun	Chinese	first and highest of the Three Pure Ones	TITLE_MOVE				domain	title not present in any other field
6450	Yuanshi Tianzun	Chinese	dwells in the Jade Pure heaven (Yuqing)	TITLE_MOVE				domain	title not present in any other field
6478	Mama	Mesopotamian	creator	TITLE_MOVE				domain	title not present in any other field
7292	Anshar	Mesopotamian	son	KEEP					bare kinship term
7292	Anshar	Mesopotamian	spouse	KEEP					bare kinship term
7306	Nergal	Mesopotamian	son	KEEP					bare kinship term
7306	Nergal	Mesopotamian	husband	KEEP					bare kinship term
7306	Nergal	Mesopotamian	king	TITLE_DUP			domain		full string already in domain
7227	Abraxas	Gnostic	a cosmic ruler-power of the Gnostic systems (especially Basilidian)	TITLE_MOVE				domain	title not present in any other field
7227	Abraxas	Gnostic	the ruler of the 365 heavens	TITLE_MOVE				domain	title not present in any other field
7321	Nikkal	Canaanite	wife	KEEP					bare kinship term
7321	Nikkal	Canaanite	daughter	KEEP					bare kinship term
7092	Thor	Norse	son	KEEP					bare kinship term
7092	Thor	Norse	husband	KEEP					bare kinship term
7092	Thor	Norse	protector of Asgard	TITLE_MOVE				domain	title not present in any other field
6134	Marduk	Mesopotamian	son	KEEP					bare kinship term
6134	Marduk	Mesopotamian	husband	KEEP					bare kinship term
6134	Marduk	Mesopotamian	king	TITLE_DUP			domain		full string already in domain
7473	Mictlancihuatl	Aztec	queen of Mictlan	TITLE_DUP			domain		"mictlan" already in domain
7473	Mictlancihuatl	Aztec	wife of Mictlantecuhtli	STRIP_TO_BARE	wife	Mictlantecuhtli			"wife of X" pattern
7323	Shalim	Canaanite	son	KEEP					bare kinship term
7323	Shalim	Canaanite	twin	KEEP					bare kinship term
7348	Shekhinah	Abrahamic	feminine aspect of divinity	TITLE_MOVE				identification	title not present in any other field
7348	Shekhinah	Abrahamic	bride of Tiferet (Kabbalah)	TITLE_MOVE				domain	title not present in any other field
7348	Shekhinah	Abrahamic	mother of the people of Israel	STRIP_TO_BARE	mother	the people of Israel			"mother of X" pattern
7319	Utnapishtim	Mesopotamian	flood-survivor	TITLE_MOVE				domain	title not present in any other field
7319	Utnapishtim	Mesopotamian	wise man	TITLE_MOVE				domain	title not present in any other field
6261	Isis	Egyptian	spouse	KEEP					bare kinship term
6261	Isis	Egyptian	daughter	KEEP					bare kinship term
7464	Penates	Roman	tutelary household spirits	TITLE_MOVE				domain	title not present in any other field
7464	Penates	Roman	state-cult Penates publici	TITLE_MOVE				domain	title not present in any other field
7464	Penates	Roman	brought from Troy by Aeneas	TITLE_MOVE				domain	title not present in any other field
6778	Groa	Norse	wife of Aurvandill	STRIP_TO_BARE	wife	Aurvandill			"wife of X" pattern
6778	Groa	Norse	mother of Svipdagr	STRIP_TO_BARE	mother	Svipdagr			"mother of X" pattern
6778	Groa	Norse	seeress	TITLE_DUP			domain		full string already in domain
7236	Jörmungandr	Norse	spouse	KEEP					bare kinship term
6323	Shennong	Chinese	one of the Three Sovereigns	TITLE_MOVE				domain (or identification)	title not present in any other field
6323	Shennong	Chinese	often identified with the Yan Emperor (Yandi)	TITLE_MOVE				domain	title not present in any other field
6323	Shennong	Chinese	culture-hero of agriculture and medicine	TITLE_DUP			domain		"medicine" already in domain
7101	Mímir	Norse	counselor	TITLE_MOVE				domain	title not present in any other field
7101	Mímir	Norse	wise being	TITLE_MOVE				domain	title not present in any other field
7366	Ran	Norse	wife of Ægir	STRIP_TO_BARE	wife	Ægir			"wife of X" pattern
7366	Ran	Norse	mother of the nine wave-maidens	STRIP_TO_BARE	mother	the nine wave-maidens			"mother of X" pattern
7366	Ran	Norse	sea-giantess	TITLE_MOVE				domain	title not present in any other field
7120	Troll	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
7120	Troll	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
7461	Romulus	Roman	son of Mars and Rhea Silvia (Vestal)	STRIP_TO_BARE	son	Mars and Rhea Silvia (Vestal)			"son of X" pattern
7461	Romulus	Roman	twin of Remus	STRIP_TO_BARE	sister	Remus			"sister of X" pattern
7461	Romulus	Roman	grand-nephew of Amulius	TITLE_MOVE				domain	title not present in any other field
7461	Romulus	Roman	grandson of Numitor	TITLE_MOVE				domain	title not present in any other field
7461	Romulus	Roman	first king of Rome	TITLE_MOVE				character_trait	title not present in any other field
7461	Romulus	Roman	deified as Quirinus	TITLE_MOVE				domain	title not present in any other field
6152	Raphael	Abrahamic	archangel	TITLE_MOVE				domain	title not present in any other field
6152	Raphael	Abrahamic	divine messenger	TITLE_MOVE				domain	title not present in any other field
6152	Raphael	Abrahamic	one of the seven who stand before God	TITLE_MOVE				domain	title not present in any other field
7353	Frigg	Norse	queen	TITLE_DUP			character_trait		full string already in character_trait
7353	Frigg	Norse	wife of Odin	STRIP_TO_BARE	wife	Odin			"wife of X" pattern
7353	Frigg	Norse	mother of Baldr and Hǫðr	STRIP_TO_BARE	mother	Baldr and Hǫðr			"mother of X" pattern
7353	Frigg	Norse	foster-mother of various Aesir	TITLE_MOVE				domain	title not present in any other field
7211	Shuqamuna and Shumaliya	Mesopotamian	paired deities	TITLE_MOVE				domain	title not present in any other field
7211	Shuqamuna and Shumaliya	Mesopotamian	divine couple of the Kassite dynasty	TITLE_MOVE				domain	title not present in any other field
7200	Shapash	Canaanite	daughter	KEEP					bare kinship term
7200	Shapash	Canaanite	divine messenger	TITLE_DUP			domain		"messenger" already in domain
7200	Shapash	Canaanite	solar deity	TITLE_MOVE				domain (or identification)	title not present in any other field
6730	Cian	Celtic	son	KEEP					bare kinship term
6730	Cian	Celtic	spouse	KEEP					bare kinship term
6760	Astarte	Canaanite	daughter	KEEP					bare kinship term
6760	Astarte	Canaanite	consort	KEEP					bare kinship term
6760	Astarte	Canaanite	queen	TITLE_MOVE				character_trait	title not present in any other field
7039	Amaterasu	Shinto	daughter	KEEP					bare kinship term
6826	Orestes	Greek	spouse	KEEP					bare kinship term
7158	Ardhanarishvara	Hindu	Śiva-Pārvatī united icon	TITLE_MOVE				domain	title not present in any other field
7158	Ardhanarishvara	Hindu	cosmic androgyne	TITLE_MOVE				domain	title not present in any other field
6722	Ethniu	Celtic	daughter	KEEP					bare kinship term
6722	Ethniu	Celtic	spouse	KEEP					bare kinship term
6735	Dactyls	Greek	spouse	KEEP					bare kinship term
6341	Shi Gandang	Chinese	spouse	KEEP					bare kinship term
7298	Ninlil	Mesopotamian	wife	KEEP					bare kinship term
7305	Ereshkigal	Mesopotamian	queen	TITLE_MOVE				character_trait	title not present in any other field
7305	Ereshkigal	Mesopotamian	wife	KEEP					bare kinship term
7511	Hariti	Buddhist	protector-goddess of children and childbirth	TITLE_DUP			domain		"childbirth" already in domain
7511	Hariti	Buddhist	a converted child-devouring yakṣiṇī	TITLE_MOVE				domain	title not present in any other field
7511	Hariti	Buddhist	East Asian form: Kishimojin	TITLE_MOVE				domain	title not present in any other field
7341	Holy Spirit	Abrahamic	third person of the Trinity	TITLE_MOVE				domain	title not present in any other field
7523	Hun-Came	Maya	one of the two paramount lords of Xibalba	TITLE_MOVE				domain (or identification)	title not present in any other field
7523	Hun-Came	Maya	co-ruler with Vucub-Came	TITLE_MOVE				domain	title not present in any other field
7523	Hun-Came	Maya	adversary of the Hero Twins	TITLE_MOVE				character_trait	title not present in any other field
6781	Attis	Phrygian	the youthful consort of Cybele	TITLE_MOVE				domain	title not present in any other field
6781	Attis	Phrygian	born of (or bound to) Agdistis	TITLE_MOVE				domain	title not present in any other field
6781	Attis	Phrygian	the dying-and-mourned vegetation-figure of the Mother-cult	TITLE_MOVE				domain	title not present in any other field
7515	Huracan	Maya	the Heart of Sky	TITLE_MOVE				domain	title not present in any other field
7515	Huracan	Maya	storm- and creator-god of the K'iche' Maya	TITLE_MOVE				domain (or identification)	title not present in any other field
7515	Huracan	Maya	a trinity-in-one (the three Thunderbolts)	TITLE_MOVE				domain	title not present in any other field
7411	Takemikazuchi	Shinto	emerged from Izanagi's sword Ame-no-Ohabari	TITLE_MOVE				domain	title not present in any other field
7411	Takemikazuchi	Shinto	partner-warrior of Futsunushi	TITLE_MOVE				character_trait	title not present in any other field
7411	Takemikazuchi	Shinto	kami of Kashima Jingū	TITLE_MOVE				domain	title not present in any other field
7075	Bragi	Norse	husband (of Iðunn)	TITLE_MOVE				domain	title not present in any other field
7075	Bragi	Norse	god of poetry	TITLE_DUP			domain		"poetry" already in domain
6484	Rangda	Balinese	the demon-queen of Balinese myth	TITLE_MOVE				character_trait	title not present in any other field
6484	Rangda	Balinese	leader of the leyak	TITLE_MOVE				domain	title not present in any other field
6484	Rangda	Balinese	the eternal adversary of Barong	TITLE_MOVE				domain	title not present in any other field
7225	The Monad	Gnostic	the supreme transcendent Godhead of the Gnostic systems	TITLE_MOVE				domain	title not present in any other field
7225	The Monad	Gnostic	the ultimate source of the Pleroma of aeons	TITLE_MOVE				domain	title not present in any other field
7372	Lakshmi	Hindu	wife of Viṣṇu	STRIP_TO_BARE	wife	Viṣṇu			"wife of X" pattern
7372	Lakshmi	Hindu	mother of Kāma	STRIP_TO_BARE	mother	Kāma			"mother of X" pattern
7372	Lakshmi	Hindu	one of the Tridevī	TITLE_MOVE				domain	title not present in any other field
7349	Sandalphon	Abrahamic	archangel	TITLE_MOVE				domain	title not present in any other field
7349	Sandalphon	Abrahamic	twin/companion of Metatron	TITLE_MOVE				domain	title not present in any other field
7349	Sandalphon	Abrahamic	possibly the ascended prophet Elijah	TITLE_DUP			identification		"elijah" already in identification
6351	Shunfeng'er	Chinese	spouse	KEEP					bare kinship term
7423	Hestia	Greek	eldest daughter of Cronus and Rhea	TITLE_MOVE				domain	title not present in any other field
7423	Hestia	Greek	sister of Zeus, Hera, Poseidon, Hades, Demeter	STRIP_TO_BARE	sister	Zeus, Hera, Poseidon, Hades, Demeter			"sister of X" pattern
7423	Hestia	Greek	one of the three virgin goddesses (with Athena and Artemis)	TITLE_MOVE				domain	title not present in any other field
7423	Hestia	Greek	sometimes the twelfth Olympian (sometimes replaced by Dionysus)	TITLE_MOVE				domain	title not present in any other field
7454	Sol	Roman	identified with Helios	TITLE_MOVE				domain	title not present in any other field
7454	Sol	Roman	indigenous Italic Sol Indiges (pre-Greek)	TITLE_MOVE				domain	title not present in any other field
7454	Sol	Roman	Sol Invictus from 274 CE	TITLE_MOVE				domain	title not present in any other field
7496	He Xiangu	Chinese	the (usually only) female of the Eight Immortals	TITLE_MOVE				domain	title not present in any other field
7496	He Xiangu	Chinese	patroness of unmarried women	TITLE_DUP			domain		"women" already in domain
7501	Meng Po	Chinese	the Lady of Forgetfulness	TITLE_DUP			domain		"forgetfulness" already in domain
7501	Meng Po	Chinese	underworld deity at the threshold of reincarnation	TITLE_MOVE				domain (or identification)	title not present in any other field
6364	Nebethetepet	Egyptian	spouse	KEEP					bare kinship term
6362	Nefertem	Egyptian	son of Ptah and Sekhmet	STRIP_TO_BARE	son	Ptah and Sekhmet			"son of X" pattern
6362	Nefertem	Egyptian	Memphite triad member	TITLE_MOVE				domain	title not present in any other field
6362	Nefertem	Egyptian	god of the blue lotus	TITLE_DUP			domain		"lotus" already in domain
6361	Xiyue Dadi	Chinese	spouse	KEEP					bare kinship term
6486	Bu Luotuo	Chinese	spouse	KEEP					bare kinship term
6491	Vallonia	Roman	spouse	KEEP					bare kinship term
6369	King Father of the East	Chinese	spouse	KEEP					bare kinship term
6533	Marshal Tianpeng	Chinese	spouse	KEEP					bare kinship term
6377	Sun Wukong	Chinese	the Monkey King	TITLE_MOVE				character_trait	title not present in any other field
6377	Sun Wukong	Chinese	born from a stone egg	TITLE_MOVE				domain	title not present in any other field
6377	Sun Wukong	Chinese	foremost disciple of Xuanzang	TITLE_MOVE				domain	title not present in any other field
6377	Sun Wukong	Chinese	attained Buddhahood as the Victorious Fighting Buddha	TITLE_MOVE				identification	title not present in any other field
6565	Gelos	Greek	spouse	KEEP					bare kinship term
6493	Caishen	Chinese	spouse	KEEP					bare kinship term
6847	Poh Seng Tai Tay	Chinese	spouse	KEEP					bare kinship term
6568	Kratos	Greek	spouse	KEEP					bare kinship term
6497	Cangdi	Chinese	spouse	KEEP					bare kinship term
6498	Ma Chao	Chinese	spouse	KEEP					bare kinship term
6569	Hyperion	Greek	spouse	KEEP					bare kinship term
6263	Jesus	Abrahamic	son	KEEP					bare kinship term
6263	Jesus	Abrahamic	rabbi	TITLE_MOVE				domain	title not present in any other field
6263	Jesus	Abrahamic	messiah	TITLE_MOVE				identification	title not present in any other field
6263	Jesus	Abrahamic	only-begotten of the Father (in Christian theology)	TITLE_MOVE				identification	title not present in any other field
6263	Jesus	Abrahamic	prophet (in Islamic theology)	TITLE_MOVE				domain	title not present in any other field
6264	Sanxing	Chinese	spouse	KEEP					bare kinship term
6269	Azrael	Abrahamic	angel of death	TITLE_DUP			domain		"death" already in domain
6275	Hou Yi	Chinese	the divine archer	TITLE_DUP			domain		"archer" already in domain
6275	Hou Yi	Chinese	husband of Chang'e	STRIP_TO_BARE	husband	Chang'e			"husband of X" pattern
6275	Hou Yi	Chinese	shooter of the nine suns	TITLE_MOVE				domain	title not present in any other field
6274	Ptocheia	Greek	spouse	KEEP					bare kinship term
6281	Wenchang Wang	Chinese	spouse	KEEP					bare kinship term
6208	Metatron	Abrahamic	heavenly scribe	TITLE_DUP			domain		full string already in domain
6208	Metatron	Abrahamic	prince of the divine presence	TITLE_DUP			domain		"divine presence" already in domain
6208	Metatron	Abrahamic	exalted patriarch (transformed Enoch)	TITLE_MOVE				domain	title not present in any other field
6213	Half-elf	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
6213	Half-elf	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
6215	Abraham	Abrahamic	patriarch	TITLE_MOVE				domain	title not present in any other field
6215	Abraham	Abrahamic	husband	KEEP					bare kinship term
6215	Abraham	Abrahamic	grandfather	KEEP					bare kinship term
6218	Hephaestus	Greek	son of Hera (and Zeus in some accounts, parthenogenetic in others)	STRIP_TO_BARE	son	Hera (and Zeus in some accounts, parthenogenetic in others)			"son of X" pattern
6218	Hephaestus	Greek	husband of Aphrodite (in Homer) or Aglaia (in Hesiod)	STRIP_TO_BARE	husband	Aphrodite (in Homer) or Aglaia (in Hesiod)			"husband of X" pattern
6218	Hephaestus	Greek	only physically-imperfect Olympian (lame)	TITLE_MOVE				domain	title not present in any other field
6219	Gaia	Greek	primordial earth-goddess	TITLE_MOVE				domain (or identification)	title not present in any other field
6219	Gaia	Greek	mother (with Ouranos) of the Titans, Cyclopes, Hekatonkheires	TITLE_MOVE				domain	title not present in any other field
6219	Gaia	Greek	mother of Typhon (with Tartarus)	STRIP_TO_BARE	mother	Typhon (with Tartarus)			"mother of X" pattern
6219	Gaia	Greek	grandmother of the Olympians	TITLE_MOVE				domain	title not present in any other field
6288	Horme	Greek	spouse	KEEP					bare kinship term
6085	Morrigan	Celtic	daughter	KEEP					bare kinship term
6085	Morrigan	Celtic	spouse	KEEP					bare kinship term
6089	Pun Tao Kong	Chinese	spouse	KEEP					bare kinship term
6098	San Yisheng	Chinese	spouse	KEEP					bare kinship term
6097	Puti Zushi	Chinese	spouse	KEEP					bare kinship term
6596	Silenus	Greek	spouse	KEEP					bare kinship term
6307	Shen Gongbao	Chinese	spouse	KEEP					bare kinship term
6467	Kourotrophos	Greek	spouse	KEEP					bare kinship term
6514	Chitou Furen	Chinese	spouse	KEEP					bare kinship term
6521	Morpheus	Greek	spouse	KEEP					bare kinship term
6546	Diana	Roman	identified with Artemis	TITLE_MOVE				domain	title not present in any other field
6546	Diana	Roman	daughter of Jupiter and Latona	STRIP_TO_BARE	daughter	Jupiter and Latona			"daughter of X" pattern
6546	Diana	Roman	twin of Apollo	STRIP_TO_BARE	sister	Apollo			"sister of X" pattern
6546	Diana	Roman	virgin goddess	TITLE_MOVE				domain	title not present in any other field
6555	Juno	Roman	daughter of Saturn and Ops	STRIP_TO_BARE	daughter	Saturn and Ops			"daughter of X" pattern
6555	Juno	Roman	sister-wife of Jupiter	TITLE_MOVE				domain	title not present in any other field
6555	Juno	Roman	sister of Neptune, Pluto, Ceres, Vesta	STRIP_TO_BARE	sister	Neptune, Pluto, Ceres, Vesta			"sister of X" pattern
6555	Juno	Roman	mother of Mars, Vulcan, Juventas	STRIP_TO_BARE	mother	Mars, Vulcan, Juventas			"mother of X" pattern
6555	Juno	Roman	one of the Capitoline Triad (Jupiter-Juno-Minerva)	TITLE_MOVE				domain	title not present in any other field
6578	Minerva	Roman	daughter of Jupiter (in Roman tradition, often without the Metis swallowing narrative)	STRIP_TO_BARE	daughter	Jupiter (in Roman tradition, often without the Metis swallowing narrative)			"daughter of X" pattern
6578	Minerva	Roman	one of the Capitoline Triad	TITLE_MOVE				domain	title not present in any other field
6578	Minerva	Roman	virgin goddess	TITLE_MOVE				domain	title not present in any other field
6579	Týr	Norse	warrior-god	TITLE_MOVE				domain (or identification)	title not present in any other field
6579	Týr	Norse	god of justice and oaths	TITLE_DUP			domain		"oaths" already in domain
6606	Charis	Greek	spouse	KEEP					bare kinship term
6641	Pang Juan	Chinese	spouse	KEEP					bare kinship term
6653	Ops	Roman	identified with Rhea	TITLE_MOVE				domain	title not present in any other field
6653	Ops	Roman	wife-sister of Saturn	TITLE_DUP			domain		"saturn" already in domain
6653	Ops	Roman	mother of Jupiter, Juno, Neptune, Pluto, Ceres, Vesta	STRIP_TO_BARE	mother	Jupiter, Juno, Neptune, Pluto, Ceres, Vesta			"mother of X" pattern
6653	Ops	Roman	indigenous Italic before the Rhea-interpretatio	TITLE_MOVE				domain	title not present in any other field
6683	Atlas	Greek	spouse	KEEP					bare kinship term
6721	Beasts of battle	Norse	supernatural being (category)	TITLE_MOVE				domain	title not present in any other field
6721	Beasts of battle	Norse	folkloric type	TITLE_MOVE				domain	title not present in any other field
6727	Guang Chengzi	Chinese	spouse	KEEP					bare kinship term
6737	Yaksha	Hindu	nature-spirits	TITLE_MOVE				domain	title not present in any other field
6737	Yaksha	Hindu	attendants of Kubera	TITLE_MOVE				domain	title not present in any other field
6742	Aphrodite	Greek	born from sea-foam; pre-Olympian generation in Hesiodic genealogy (an alternative tradition makes her daughter of Zeus and Dione)	TITLE_MOVE				domain	title not present in any other field
6742	Aphrodite	Greek	wife of Hephaestus	STRIP_TO_BARE	wife	Hephaestus			"wife of X" pattern
6742	Aphrodite	Greek	lover of Ares	TITLE_MOVE				domain	title not present in any other field
6742	Aphrodite	Greek	mother of Eros, Anteros, Phobos, Deimos, Harmonia (by Ares); Aeneas (by Anchises); Hermaphroditus (by Hermes)	STRIP_TO_BARE	mother	Eros, Anteros, Phobos, Deimos, Harmonia (by Ares); Aeneas (by Anchises); Hermaphroditus (by Hermes)			"mother of X" pattern
6748	Diana of Ephesus	Greek	spouse	KEEP					bare kinship term
6750	Maya	Hindu	cosmic principle	TITLE_MOVE				domain	title not present in any other field
6750	Maya	Hindu	goddess	TITLE_MOVE				domain	title not present in any other field
6754	Hecate	Greek	daughter of Perses and Asteria (Titanic generation)	STRIP_TO_BARE	daughter	Perses and Asteria (Titanic generation)			"daughter of X" pattern
6754	Hecate	Greek	goddess of crossroads, magic, ghosts	TITLE_MOVE				domain	title not present in any other field
6754	Hecate	Greek	threefold-aspect deity in late tradition	TITLE_MOVE				domain (or identification)	title not present in any other field
6758	Hel	Norse	queen of the underworld	TITLE_MOVE				character_trait	title not present in any other field
6758	Hel	Norse	daughter	KEEP					bare kinship term
6765	Maat	Egyptian	daughter of Ra	STRIP_TO_BARE	daughter	Ra			"daughter of X" pattern
6765	Maat	Egyptian	cosmic principle	TITLE_MOVE				domain	title not present in any other field
6765	Maat	Egyptian	consort of Thoth (in some traditions)	STRIP_TO_BARE	consort	Thoth (in some traditions)			"consort of X" pattern
6773	Ceres	Roman	identified with Demeter	TITLE_MOVE				domain	title not present in any other field
6773	Ceres	Roman	daughter of Saturn and Ops	STRIP_TO_BARE	daughter	Saturn and Ops			"daughter of X" pattern
