id	name	tradition	value	action	bucket	reason
7226	Barbelo	Gnostic	the-supreme-feminine-principle	REJECT	the-prefix	identity-statement disguised as event
7226	Barbelo	Gnostic	the-mother-of-the-Pleroma	REJECT	the-prefix	identity-statement disguised as event
7507	Bhaisajyaguru	Buddhist	the-twelve-healing-vows	REJECT	the-prefix	identity-statement disguised as event
7507	Bhaisajyaguru	Buddhist	the-establishment-of-the-eastern-lapis-lazuli-pure-land	REJECT	the-prefix	identity-statement disguised as event
7253	Mot	Canaanite	cosmic battle	KEEP	1-2 hyphens	narrow event-type
7253	Mot	Canaanite	swallowing	KEEP	1-2 hyphens	narrow event-type
7253	Mot	Canaanite	death-and-return	KEEP	1-2 hyphens	narrow event-type
7253	Mot	Canaanite	agricultural transformation	KEEP	1-2 hyphens	narrow event-type
7347	Mastema	Abrahamic	accusation	KEEP	1-2 hyphens	narrow event-type
7347	Mastema	Abrahamic	testing	KEEP	1-2 hyphens	narrow event-type
7347	Mastema	Abrahamic	adversarial action against Moses	KEEP	1-2 hyphens	narrow event-type
7347	Mastema	Abrahamic	aid to Pharaoh	KEEP	1-2 hyphens	narrow event-type
7525	Camazotz	Maya	the-House-of-Bats	REJECT	the-prefix	identity-statement disguised as event
7525	Camazotz	Maya	the-decapitation-of-Hunahpu	REJECT	the-prefix	identity-statement disguised as event
6157	Venus	Roman	mother-of-Aeneas	KEEP	1-2 hyphens	narrow event-type
6157	Venus	Roman	Julian-ancestress	KEEP	1-2 hyphens	narrow event-type
6157	Venus	Roman	cosmic-generative-principle (in Lucretius)	REJECT	identity-keyword	contains identity keyword
6254	Satan	Abrahamic	accusation	KEEP	1-2 hyphens	narrow event-type
6254	Satan	Abrahamic	temptation	KEEP	1-2 hyphens	narrow event-type
6254	Satan	Abrahamic	rebellion	KEEP	1-2 hyphens	narrow event-type
6254	Satan	Abrahamic	fall	KEEP	1-2 hyphens	narrow event-type
6254	Satan	Abrahamic	final defeat	KEEP	1-2 hyphens	narrow event-type
7212	Acintya	Balinese	the-formless-supreme-godhead	REJECT	the-prefix	identity-statement disguised as event
7212	Acintya	Balinese	the-source-of-all-other-deities	REJECT	the-prefix	identity-statement disguised as event
7212	Acintya	Balinese	the-empty-padmasana-shrine	REJECT	the-prefix	identity-statement disguised as event
7196	Baal	Canaanite	founding	KEEP	1-2 hyphens	narrow event-type
7196	Baal	Canaanite	battle	KEEP	1-2 hyphens	narrow event-type
7176	Village deities of South India	Hindu	humanity creation	KEEP	1-2 hyphens	narrow event-type
6159	Maori Xingguan	Chinese	apotheosis	KEEP	1-2 hyphens	narrow event-type
7218	Mara	Buddhist	the-assault-on-the-Buddha-under-the-Bodhi-tree	REJECT	the-prefix	identity-statement disguised as event
7218	Mara	Buddhist	the-calling-of-the-earth-to-witness	REJECT	the-prefix	identity-statement disguised as event
7218	Mara	Buddhist	the-three-daughters	REJECT	the-prefix	identity-statement disguised as event
7392	Narasimha	Hindu	boon-circumvention	KEEP	1-2 hyphens	narrow event-type
7392	Narasimha	Hindu	manifestation-from-pillar	KEEP	1-2 hyphens	narrow event-type
7392	Narasimha	Hindu	slays monster	KEEP	1-2 hyphens	narrow event-type
7392	Narasimha	Hindu	wrath-pacification	KEEP	1-2 hyphens	narrow event-type
7438	Typhon	Greek	cosmic-serpent-battle	KEEP	1-2 hyphens	narrow event-type
7438	Typhon	Greek	sinew-theft	KEEP	1-2 hyphens	narrow event-type
7438	Typhon	Greek	Zeus-near-defeat	KEEP	1-2 hyphens	narrow event-type
7438	Typhon	Greek	imprisonment-beneath-Etna	KEEP	1-2 hyphens	narrow event-type
7195	El	Canaanite	council of gods	KEEP	1-2 hyphens	narrow event-type
7195	El	Canaanite	decree-giving	KEEP	1-2 hyphens	narrow event-type
7195	El	Canaanite	divine fatherhood	KEEP	1-2 hyphens	narrow event-type
7195	El	Canaanite	sacred marriage	KEEP	1-2 hyphens	narrow event-type
7494	Lu Dongbin	Chinese	the-Yellow-Millet-Dream	REJECT	the-prefix	identity-statement disguised as event
7494	Lu Dongbin	Chinese	the-ten-trials	REJECT	the-prefix	identity-statement disguised as event
7494	Lu Dongbin	Chinese	immortality	KEEP	1-2 hyphens	narrow event-type
7494	Lu Dongbin	Chinese	slays monster	KEEP	1-2 hyphens	narrow event-type
6757	Horus	Egyptian	posthumous conception	KEEP	1-2 hyphens	narrow event-type
6757	Horus	Egyptian	childhood hiding from Set	KEEP	1-2 hyphens	narrow event-type
6757	Horus	Egyptian	80-year contest	KEEP	1-2 hyphens	narrow event-type
6757	Horus	Egyptian	recovery of throne	KEEP	1-2 hyphens	narrow event-type
6757	Horus	Egyptian	identification with living pharaoh	KEEP	1-2 hyphens	narrow event-type
7144	Tlaltecuhtli	Aztec	creation	KEEP	1-2 hyphens	narrow event-type
7144	Tlaltecuhtli	Aztec	human-sacrifice-engendering	KEEP	1-2 hyphens	narrow event-type
7144	Tlaltecuhtli	Aztec	Tezcatlipoca-foot-loss-event	REVIEW	3 hyphens	borderline — manual check
6240	Mut	Egyptian	Theban-triad-mother	KEEP	1-2 hyphens	narrow event-type
6240	Mut	Egyptian	syncretic-merger-with-other-goddesses	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7188	Macha	Celtic	battle	KEEP	1-2 hyphens	narrow event-type
7188	Macha	Celtic	curse	KEEP	1-2 hyphens	narrow event-type
7188	Macha	Celtic	founding	KEEP	1-2 hyphens	narrow event-type
6160	Uriel	Abrahamic	revelation	KEEP	1-2 hyphens	narrow event-type
6160	Uriel	Abrahamic	apocalyptic interpretation	KEEP	1-2 hyphens	narrow event-type
6415	Ying Bu英布	Chinese	overthrows ruler	KEEP	1-2 hyphens	narrow event-type
6302	Sekhmet	Egyptian	Eye-of-Ra wrath	KEEP	1-2 hyphens	narrow event-type
6302	Sekhmet	Egyptian	near-destruction-of-humanity	REVIEW	3 hyphens	borderline — manual check
6302	Sekhmet	Egyptian	pacification-by-beer	KEEP	1-2 hyphens	narrow event-type
6302	Sekhmet	Egyptian	plague-and-healing patron	KEEP	1-2 hyphens	narrow event-type
6161	Persephone (Kore)	Greek	descent to underworld	KEEP	1-2 hyphens	narrow event-type
6161	Persephone (Kore)	Greek	abduction	KEEP	1-2 hyphens	narrow event-type
7249	Xolotl	Aztec	sacrifice	KEEP	1-2 hyphens	narrow event-type
6654	Atum	Egyptian	self-engendered creation	KEEP	1-2 hyphens	narrow event-type
6654	Atum	Egyptian	generation of the Ennead	KEEP	1-2 hyphens	narrow event-type
6654	Atum	Egyptian	identification with the setting sun	KEEP	1-2 hyphens	narrow event-type
7460	Aesculapius	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
7460	Aesculapius	Roman	293-BCE-importation-from-Epidaurus	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7460	Aesculapius	Roman	plague-ending	KEEP	1-2 hyphens	narrow event-type
7460	Aesculapius	Roman	founding	KEEP	1-2 hyphens	narrow event-type
6162	Ate	Greek	loss of power	KEEP	1-2 hyphens	narrow event-type
6162	Ate	Greek	betrayal	KEEP	1-2 hyphens	narrow event-type
6680	Qin Qiong秦瓊	Chinese	overthrows ruler	KEEP	1-2 hyphens	narrow event-type
7228	Norea	Gnostic	the-resistance-to-the-archons	REJECT	the-prefix	identity-statement disguised as event
7228	Norea	Gnostic	rescue	KEEP	1-2 hyphens	narrow event-type
7228	Norea	Gnostic	the-receiving-of-the-Gnostic-revelation	REJECT	the-prefix	identity-statement disguised as event
7526	Yum Kaax	Maya	the-youthful-Maize-God	REJECT	the-prefix	identity-statement disguised as event
7526	Yum Kaax	Maya	the-god-of-the-forest-and-the-milpa	REJECT	the-prefix	identity-statement disguised as event
7308	Adad	Mesopotamian	flood	KEEP	1-2 hyphens	narrow event-type
7308	Adad	Mesopotamian	storm	KEEP	1-2 hyphens	narrow event-type
7308	Adad	Mesopotamian	divine roaring	KEEP	1-2 hyphens	narrow event-type
7479	Itzpapalotl	Aztec	Tzitzimimeh-leadership	KEEP	1-2 hyphens	narrow event-type
7479	Itzpapalotl	Aztec	cosmic-age-end-threat	REVIEW	3 hyphens	borderline — manual check
7479	Itzpapalotl	Aztec	patronage	KEEP	1-2 hyphens	narrow event-type
7114	Dagr	Norse	celestial transit	KEEP	1-2 hyphens	narrow event-type
7159	Adityas	Hindu	solar-collective rule	KEEP	1-2 hyphens	narrow event-type
7159	Adityas	Hindu	cosmic-law upholding	KEEP	1-2 hyphens	narrow event-type
7191	Balor	Celtic	battle	KEEP	1-2 hyphens	narrow event-type
7183	Nuada	Celtic	battle	KEEP	1-2 hyphens	narrow event-type
7183	Nuada	Celtic	loss of power	KEEP	1-2 hyphens	narrow event-type
7183	Nuada	Celtic	founding	KEEP	1-2 hyphens	narrow event-type
6508	Zhang Fei	Chinese	betrayal	KEEP	1-2 hyphens	narrow event-type
6965	Cura	Roman	humanity creation	KEEP	1-2 hyphens	narrow event-type
7180	The Dagda	Celtic	battle	KEEP	1-2 hyphens	narrow event-type
7180	The Dagda	Celtic	creation	KEEP	1-2 hyphens	narrow event-type
7180	The Dagda	Celtic	seduction	KEEP	1-2 hyphens	narrow event-type
6689	Cybele	Phrygian	cult	KEEP	1-2 hyphens	narrow event-type
6689	Cybele	Phrygian	the-myth-of-Attis	REJECT	the-prefix	identity-statement disguised as event
6689	Cybele	Phrygian	the-204-BCE-transfer-to-Rome-as-Magna-Mater	REJECT	the-prefix	identity-statement disguised as event
6146	Deng Zhong	Chinese	slays kin	KEEP	1-2 hyphens	narrow event-type
6835	Hok Tek Cheng Sin	Chinese	founding	KEEP	1-2 hyphens	narrow event-type
6143	Phaenon	Greek	humanity creation	KEEP	1-2 hyphens	narrow event-type
7052	Amatsukami	Shinto	world creation	KEEP	1-2 hyphens	narrow event-type
7260	Baduhenna	Germanic	battle	KEEP	1-2 hyphens	narrow event-type
7260	Baduhenna	Germanic	massacre	KEEP	1-2 hyphens	narrow event-type
7085	Ukemochi	Shinto	slays kin	KEEP	1-2 hyphens	narrow event-type
6582	Alpheus	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6582	Alpheus	Greek	contest	KEEP	1-2 hyphens	narrow event-type
6158	Phanes	Greek	world creation	KEEP	1-2 hyphens	narrow event-type
6691	Cadmus	Greek	founding	KEEP	1-2 hyphens	narrow event-type
6167	Jason	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6167	Jason	Greek	overthrows ruler	KEEP	1-2 hyphens	narrow event-type
6740	Tara	Buddhist	birth-from-Avalokiteshvara's-tear	REVIEW	3 hyphens	borderline — manual check
6740	Tara	Buddhist	the-vow-to-work-for-beings-in-female-form	REJECT	the-prefix	identity-statement disguised as event
7304	Utu	Mesopotamian	judgement	KEEP	1-2 hyphens	narrow event-type
7304	Utu	Mesopotamian	sunrise-cosmic	KEEP	1-2 hyphens	narrow event-type
7304	Utu	Mesopotamian	rescue	KEEP	1-2 hyphens	narrow event-type
6678	Carmenta	Roman	founding	KEEP	1-2 hyphens	narrow event-type
6250	Yashimajinumi	Shinto	slays monster	KEEP	1-2 hyphens	narrow event-type
6949	Pomona	Roman	seduction	KEEP	1-2 hyphens	narrow event-type
6949	Pomona	Roman	betrayal	KEEP	1-2 hyphens	narrow event-type
7416	Bishamonten	Shinto	Buddhist-Shintō-syncretic incorporation	KEEP	1-2 hyphens	narrow event-type
7416	Bishamonten	Shinto	Four-Heavenly-Kings membership	KEEP	1-2 hyphens	narrow event-type
7044	Kagutsuchi	Shinto	world creation	KEEP	1-2 hyphens	narrow event-type
6169	Idomeneus	Greek	slays monster	KEEP	1-2 hyphens	narrow event-type
7002	Lua	Roman	exile	KEEP	1-2 hyphens	narrow event-type
6168	Peleus	Greek	slays kin	KEEP	1-2 hyphens	narrow event-type
6168	Peleus	Greek	punishment	KEEP	1-2 hyphens	narrow event-type
6168	Peleus	Greek	exile	KEEP	1-2 hyphens	narrow event-type
6251	Mixcoatl	Aztec	Chichimec-hunting-god	KEEP	1-2 hyphens	narrow event-type
6251	Mixcoatl	Aztec	Milky-Way-personification	KEEP	1-2 hyphens	narrow event-type
6251	Mixcoatl	Aztec	father-of-Topiltzin	KEEP	1-2 hyphens	narrow event-type
6171	Peirous	Greek	loss of power	KEEP	1-2 hyphens	narrow event-type
6175	Zeus	Greek	succession conflict	KEEP	1-2 hyphens	narrow event-type
6175	Zeus	Greek	cosmic battle	KEEP	1-2 hyphens	narrow event-type
6175	Zeus	Greek	miraculous birth	KEEP	1-2 hyphens	narrow event-type
7396	Ravana	Hindu	tapas-boon-acquisition	KEEP	1-2 hyphens	narrow event-type
7396	Ravana	Hindu	sister-abduction	KEEP	1-2 hyphens	narrow event-type
7396	Ravana	Hindu	Sītā-abduction	KEEP	1-2 hyphens	narrow event-type
7396	Ravana	Hindu	Puṣpaka-theft	KEEP	1-2 hyphens	narrow event-type
7396	Ravana	Hindu	Śiva-devotion	KEEP	1-2 hyphens	narrow event-type
7396	Ravana	Hindu	Mount-Kailāśa-pinning	KEEP	1-2 hyphens	narrow event-type
7396	Ravana	Hindu	being slain by Rāma	KEEP	1-2 hyphens	narrow event-type
6540	Nannacus	Greek	rescue	KEEP	1-2 hyphens	narrow event-type
7173	Rivers in Hinduism	Hindu	curse	KEEP	1-2 hyphens	narrow event-type
6813	Diomedes	Greek	contest	KEEP	1-2 hyphens	narrow event-type
6821	Venus Verticordia	Roman	founding	KEEP	1-2 hyphens	narrow event-type
6828	Pandion	Greek	founding	KEEP	1-2 hyphens	narrow event-type
6855	Xiaoziye	Chinese	betrayal	KEEP	1-2 hyphens	narrow event-type
6858	Zhao Yu	Chinese	founding	KEEP	1-2 hyphens	narrow event-type
6870	Zarex	Greek	founding	KEEP	1-2 hyphens	narrow event-type
6183	Themis	Greek	founding	KEEP	1-2 hyphens	narrow event-type
6184	Coeus	Greek	rescue	KEEP	1-2 hyphens	narrow event-type
6937	Succoth-benoth	Mesopotamian	punishment	KEEP	1-2 hyphens	narrow event-type
6933	Podalirius	Greek	rescue	KEEP	1-2 hyphens	narrow event-type
6939	Fides	Roman	punishment	KEEP	1-2 hyphens	narrow event-type
6958	Feronia	Roman	gift to humanity	KEEP	1-2 hyphens	narrow event-type
7139	Tlāhuizcalpantēcuhtli	Aztec	punishment	KEEP	1-2 hyphens	narrow event-type
7136	Xochipilli	Aztec	patronage	KEEP	1-2 hyphens	narrow event-type
7136	Xochipilli	Aztec	hallucinogenic-plant-association	KEEP	1-2 hyphens	narrow event-type
7168	Kimpurushas	Hindu	humanity creation	KEEP	1-2 hyphens	narrow event-type
6196	Epimetheus	Greek	gift to humanity	KEEP	1-2 hyphens	narrow event-type
7172	Vaikuntha Kamalaja	Hindu	cosmic rest	KEEP	1-2 hyphens	narrow event-type
7172	Vaikuntha Kamalaja	Hindu	divine couple	KEEP	1-2 hyphens	narrow event-type
7172	Vaikuntha Kamalaja	Hindu	pralaya-floating	KEEP	1-2 hyphens	narrow event-type
7290	Lahmu	Mesopotamian	theogony	KEEP	1-2 hyphens	narrow event-type
7290	Lahmu	Mesopotamian	primordial existence	KEEP	1-2 hyphens	narrow event-type
7303	Ningal	Mesopotamian	marriage	KEEP	1-2 hyphens	narrow event-type
7303	Ningal	Mesopotamian	lamentation	KEEP	1-2 hyphens	narrow event-type
7521	Hun Hunahpu	Maya	defeat-and-sacrifice-in-Xibalba	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7521	Hun Hunahpu	Maya	the-begetting-of-the-Hero-Twins-from-the-severed-head	REJECT	the-prefix	identity-statement disguised as event
7521	Hun Hunahpu	Maya	the-resurrection-as-the-Maize-God	REJECT	the-prefix	identity-statement disguised as event
7352	Asherah (Israelite)	Abrahamic	cult continuity	KEEP	1-2 hyphens	narrow event-type
7352	Asherah (Israelite)	Abrahamic	popular consort-pairing with YHWH	KEEP	1-2 hyphens	narrow event-type
7352	Asherah (Israelite)	Abrahamic	suppression by reform	KEEP	1-2 hyphens	narrow event-type
7352	Asherah (Israelite)	Abrahamic	prophetic polemic	KEEP	1-2 hyphens	narrow event-type
6133	Michael	Abrahamic	cosmic battle	KEEP	1-2 hyphens	narrow event-type
6133	Michael	Abrahamic	contention	KEEP	1-2 hyphens	narrow event-type
6133	Michael	Abrahamic	protection	KEEP	1-2 hyphens	narrow event-type
6133	Michael	Abrahamic	eschatological role	KEEP	1-2 hyphens	narrow event-type
6108	Adam	Abrahamic	creation	KEEP	1-2 hyphens	narrow event-type
6108	Adam	Abrahamic	transgression	KEEP	1-2 hyphens	narrow event-type
6108	Adam	Abrahamic	exile	KEEP	1-2 hyphens	narrow event-type
6108	Adam	Abrahamic	first death (of his son)	KEEP	1-2 hyphens	narrow event-type
6108	Adam	Abrahamic	primordial parenthood	KEEP	1-2 hyphens	narrow event-type
6245	Moses	Abrahamic	miraculous deliverance from infancy	KEEP	1-2 hyphens	narrow event-type
6245	Moses	Abrahamic	call (theophany)	KEEP	1-2 hyphens	narrow event-type
6245	Moses	Abrahamic	plagues	KEEP	1-2 hyphens	narrow event-type
6245	Moses	Abrahamic	exodus	KEEP	1-2 hyphens	narrow event-type
6245	Moses	Abrahamic	sea-parting	KEEP	1-2 hyphens	narrow event-type
6245	Moses	Abrahamic	law-giving	KEEP	1-2 hyphens	narrow event-type
6245	Moses	Abrahamic	intercession	KEEP	1-2 hyphens	narrow event-type
6245	Moses	Abrahamic	wandering	KEEP	1-2 hyphens	narrow event-type
6245	Moses	Abrahamic	death (denied entry)	KEEP	1-2 hyphens	narrow event-type
7135	Tōnatiuh	Aztec	world creation	KEEP	1-2 hyphens	narrow event-type
7296	Anu	Mesopotamian	theogony	KEEP	1-2 hyphens	narrow event-type
7296	Anu	Mesopotamian	kingship	KEEP	1-2 hyphens	narrow event-type
7296	Anu	Mesopotamian	gift-giving	KEEP	1-2 hyphens	narrow event-type
7215	Dewi Sri	Balinese	the-rice-goddess	REJECT	the-prefix	identity-statement disguised as event
7215	Dewi Sri	Balinese	patronage	KEEP	1-2 hyphens	narrow event-type
7520	Xbalanque	Maya	the-trials-of-Xibalba	REJECT	the-prefix	identity-statement disguised as event
7520	Xbalanque	Maya	the-restoration-of-Hunahpu	REJECT	the-prefix	identity-statement disguised as event
7520	Xbalanque	Maya	the-defeat-of-the-underworld-lords	REJECT	the-prefix	identity-statement disguised as event
7520	Xbalanque	Maya	the-ascent-to-become-the-moon	REJECT	the-prefix	identity-statement disguised as event
6255	Glaucus	Greek	loss of power	KEEP	1-2 hyphens	narrow event-type
6252	Fortuna	Roman	syncretism	KEEP	1-2 hyphens	narrow event-type
6252	Fortuna	Roman	cult	KEEP	1-2 hyphens	narrow event-type
6252	Fortuna	Roman	Augustan-imperial-cult-expansion	REVIEW	3 hyphens	borderline — manual check
6136	Inanna	Mesopotamian	descent to underworld	KEEP	1-2 hyphens	narrow event-type
6136	Inanna	Mesopotamian	theft	KEEP	1-2 hyphens	narrow event-type
6136	Inanna	Mesopotamian	cosmic battle	KEEP	1-2 hyphens	narrow event-type
6136	Inanna	Mesopotamian	substitution	KEEP	1-2 hyphens	narrow event-type
6136	Inanna	Mesopotamian	courtship	KEEP	1-2 hyphens	narrow event-type
6136	Inanna	Mesopotamian	death and resurrection	KEEP	1-2 hyphens	narrow event-type
6259	Medusa	Greek	curse	KEEP	1-2 hyphens	narrow event-type
6203	Wei Zheng	Chinese	slays kin	KEEP	1-2 hyphens	narrow event-type
6203	Wei Zheng	Chinese	overthrows ruler	KEEP	1-2 hyphens	narrow event-type
7223	Yama	Buddhist	judging-the-dead-by-karma	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7223	Yama	Buddhist	questioning-the-dead-on-the-divine-messengers	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7223	Yama	Buddhist	transmission-across-Buddhist-Asia	REVIEW	3 hyphens	borderline — manual check
7401	Anubis	Egyptian	embalming of Osiris	KEEP	1-2 hyphens	narrow event-type
7401	Anubis	Egyptian	weighing of the heart	KEEP	1-2 hyphens	narrow event-type
7401	Anubis	Egyptian	psychopomp-guidance	KEEP	1-2 hyphens	narrow event-type
7401	Anubis	Egyptian	Opening of the Mouth ceremony	KEEP	1-2 hyphens	narrow event-type
7503	Siddhartha Gautama	Buddhist	the-four-sights-and-the-great-renunciation	REJECT	the-prefix	identity-statement disguised as event
7503	Siddhartha Gautama	Buddhist	the-awakening-under-the-Bodhi-tree	REJECT	the-prefix	identity-statement disguised as event
7503	Siddhartha Gautama	Buddhist	the-defeat-of-Mara	REJECT	the-prefix	identity-statement disguised as event
7503	Siddhartha Gautama	Buddhist	the-first-turning-of-the-Dharma-wheel	REJECT	the-prefix	identity-statement disguised as event
7503	Siddhartha Gautama	Buddhist	the-parinirvana	REJECT	the-prefix	identity-statement disguised as event
7512	Itzamna	Maya	supreme-creator-and-sky-god	REJECT	identity-keyword	contains identity keyword
7512	Itzamna	Maya	invention-of-writing-and-the-calendar	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7512	Itzamna	Maya	patronage-of-the-priesthood	REVIEW	3 hyphens	borderline — manual check
7259	Mannus	Germanic	the-founder-of-the-Germanic-peoples	REJECT	the-prefix	identity-statement disguised as event
7259	Mannus	Germanic	the-father-of-the-eponymous-ancestors-of-the-Germanic-groupings	REJECT	the-prefix	identity-statement disguised as event
7369	Saga	Norse	drinking-companionship-with-Odin	REVIEW	3 hyphens	borderline — manual check
7107	Váli	Norse	miraculous swift growth	KEEP	1-2 hyphens	narrow event-type
7107	Váli	Norse	vengeance-killing	KEEP	1-2 hyphens	narrow event-type
7107	Váli	Norse	post-Ragnarok survival	KEEP	1-2 hyphens	narrow event-type
7204	Attar	Canaanite	failed succession	KEEP	1-2 hyphens	narrow event-type
7204	Attar	Canaanite	complaint	KEEP	1-2 hyphens	narrow event-type
7204	Attar	Canaanite	descent	KEEP	1-2 hyphens	narrow event-type
7516	Chaac	Maya	the-rain-and-lightning-god	REJECT	the-prefix	identity-statement disguised as event
7516	Chaac	Maya	the-four-directional-Chaacs	REJECT	the-prefix	identity-statement disguised as event
7516	Chaac	Maya	cult	KEEP	1-2 hyphens	narrow event-type
7289	Apsu	Mesopotamian	primordial existence	KEEP	1-2 hyphens	narrow event-type
7289	Apsu	Mesopotamian	death by combat	KEEP	1-2 hyphens	narrow event-type
7230	Sabazios	Phrygian	the-Phrygian-Thracian-sky-father	REJECT	the-prefix	identity-statement disguised as event
7230	Sabazios	Phrygian	the-serpent-mystery-rite	REJECT	the-prefix	identity-statement disguised as event
7230	Sabazios	Phrygian	identification-with-Zeus-and-Dionysus	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7102	Hermóðr	Norse	underworld journey	KEEP	1-2 hyphens	narrow event-type
7102	Hermóðr	Norse	ransom-mission	KEEP	1-2 hyphens	narrow event-type
7102	Hermóðr	Norse	perilous ride	KEEP	1-2 hyphens	narrow event-type
6331	Shenshu and Yulü	Chinese	punishment	KEEP	1-2 hyphens	narrow event-type
7517	Kinich Ahau	Maya	the-day-sun	REJECT	the-prefix	identity-statement disguised as event
7517	Kinich Ahau	Maya	the-night-journey-as-the-Jaguar-Sun	REJECT	the-prefix	identity-statement disguised as event
7517	Kinich Ahau	Maya	the-patron-of-Maya-kingship	REJECT	the-prefix	identity-statement disguised as event
7383	Garuda	Hindu	miraculous birth	KEEP	1-2 hyphens	narrow event-type
7383	Garuda	Hindu	rescue	KEEP	1-2 hyphens	narrow event-type
7383	Garuda	Hindu	amṛta-theft	KEEP	1-2 hyphens	narrow event-type
7383	Garuda	Hindu	serpent-enmity	KEEP	1-2 hyphens	narrow event-type
7383	Garuda	Hindu	Viṣṇu-mount-status	KEEP	1-2 hyphens	narrow event-type
7205	Anunnaki	Mesopotamian	council of gods	KEEP	1-2 hyphens	narrow event-type
7205	Anunnaki	Mesopotamian	judgement	KEEP	1-2 hyphens	narrow event-type
7205	Anunnaki	Mesopotamian	distribution to stations	KEEP	1-2 hyphens	narrow event-type
7522	Vucub Caquix	Maya	the-false-sun-and-moon	REJECT	the-prefix	identity-statement disguised as event
7522	Vucub Caquix	Maya	the-blowgun-ambush	REJECT	the-prefix	identity-statement disguised as event
7522	Vucub Caquix	Maya	the-tricking-away-of-his-false-radiance	REJECT	the-prefix	identity-statement disguised as event
6450	Yuanshi Tianzun	Chinese	primordial-origin-embodiment	KEEP	1-2 hyphens	narrow event-type
6450	Yuanshi Tianzun	Chinese	highest-of-the-Three-Pure-Ones	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
6478	Mama	Mesopotamian	humanity creation	KEEP	1-2 hyphens	narrow event-type
7292	Anshar	Mesopotamian	theogony	KEEP	1-2 hyphens	narrow event-type
7292	Anshar	Mesopotamian	council	KEEP	1-2 hyphens	narrow event-type
7292	Anshar	Mesopotamian	sending of messenger	KEEP	1-2 hyphens	narrow event-type
7306	Nergal	Mesopotamian	descent to underworld	KEEP	1-2 hyphens	narrow event-type
7306	Nergal	Mesopotamian	divine marriage	KEEP	1-2 hyphens	narrow event-type
7306	Nergal	Mesopotamian	rampage	KEEP	1-2 hyphens	narrow event-type
7227	Abraxas	Gnostic	the-ruler-of-the-365-heavens	REJECT	the-prefix	identity-statement disguised as event
7227	Abraxas	Gnostic	the-name-summing-to-365	REJECT	the-prefix	identity-statement disguised as event
7227	Abraxas	Gnostic	the-protective-gem-magic-tradition	REJECT	the-prefix	identity-statement disguised as event
7321	Nikkal	Canaanite	divine marriage	KEEP	1-2 hyphens	narrow event-type
7321	Nikkal	Canaanite	blessing	KEEP	1-2 hyphens	narrow event-type
7092	Thor	Norse	slays monster	KEEP	1-2 hyphens	narrow event-type
7092	Thor	Norse	journey to giants	KEEP	1-2 hyphens	narrow event-type
7092	Thor	Norse	divine-bridal-disguise	KEEP	1-2 hyphens	narrow event-type
7092	Thor	Norse	cosmic-fishing	KEEP	1-2 hyphens	narrow event-type
7092	Thor	Norse	Ragnarok combat	KEEP	1-2 hyphens	narrow event-type
6134	Marduk	Mesopotamian	miraculous birth	KEEP	1-2 hyphens	narrow event-type
6134	Marduk	Mesopotamian	cosmic battle	KEEP	1-2 hyphens	narrow event-type
6134	Marduk	Mesopotamian	cosmogony	KEEP	1-2 hyphens	narrow event-type
6134	Marduk	Mesopotamian	creation of humanity	KEEP	1-2 hyphens	narrow event-type
6134	Marduk	Mesopotamian	king-making	KEEP	1-2 hyphens	narrow event-type
7473	Mictlancihuatl	Aztec	underworld-co-rule	KEEP	1-2 hyphens	narrow event-type
7323	Shalim	Canaanite	theogony	KEEP	1-2 hyphens	narrow event-type
7323	Shalim	Canaanite	sacred marriage offspring	KEEP	1-2 hyphens	narrow event-type
7348	Shekhinah	Abrahamic	indwelling	KEEP	1-2 hyphens	narrow event-type
7348	Shekhinah	Abrahamic	exile	KEEP	1-2 hyphens	narrow event-type
7348	Shekhinah	Abrahamic	reunion (eschatological)	KEEP	1-2 hyphens	narrow event-type
7319	Utnapishtim	Mesopotamian	flood	KEEP	1-2 hyphens	narrow event-type
7319	Utnapishtim	Mesopotamian	immortalization	KEEP	1-2 hyphens	narrow event-type
7319	Utnapishtim	Mesopotamian	sage-counsel	KEEP	1-2 hyphens	narrow event-type
6261	Isis	Egyptian	rescue	KEEP	1-2 hyphens	narrow event-type
6261	Isis	Egyptian	divine marriage	KEEP	1-2 hyphens	narrow event-type
6261	Isis	Egyptian	resurrection	KEEP	1-2 hyphens	narrow event-type
6261	Isis	Egyptian	cunning	KEEP	1-2 hyphens	narrow event-type
6261	Isis	Egyptian	mourning	KEEP	1-2 hyphens	narrow event-type
6261	Isis	Egyptian	nursing	KEEP	1-2 hyphens	narrow event-type
6643	Shezmu	Egyptian	slays monster	KEEP	1-2 hyphens	narrow event-type
6643	Shezmu	Egyptian	descent to underworld	KEEP	1-2 hyphens	narrow event-type
