id	name	field	before	after
6170	Memnon	domain	war, Ethiopia, the dawn, heroism	war, Ethiopia, dawn, heroism
7009	Nerio	domain	war, Mars, the war goddess, consort of Mars, valor	war, Mars, war goddess, consort of Mars, valor
7008	Mania	domain	madness, the underworld, ghosts, the spirits of the dead, frenzy	madness, underworld, ghosts, spirits of the dead, frenzy
7001	Nascio	domain	birth, newborns, the first cry, coming into being	birth, newborns, first cry, coming into being
7007	Mana Genita	domain	stillbirth, infant death, the afterlife of dead infants, mourning	stillbirth, infant death, afterlife of dead infants, mourning
6165	Azumi-no-isora	domain	the sea, seafaring, fishing, the Azumi clan, maritime clans	sea, seafaring, fishing, the Azumi clan, maritime clans
6172	Aurora	domain	the dawn, morning light, renewal, hope	dawn, morning light, renewal, hope
6094	Ceto	domain	sea monsters, the dangers of the deep, primordial sea	sea monsters, dangers of the deep, primordial sea
6600	Arke	domain	messages, betrayal, the rainbow, speed	messages, betrayal, rainbow, speed
6513	Crius	domain	constellations, the heavenly order, rams	constellations, heavenly order, rams
6512	Salus	domain	health, safety, welfare, the state, salvation	health, safety, welfare, state, salvation
6536	Medjed	domain	the underworld, the Book of the Dead, obscurity, strange beings	underworld, the Book of the Dead, obscurity, strange beings
6540	Nannacus	domain	the flood, kingship, lamentation	flood, kingship, lamentation
6178	Lampetia	domain	light, the sun, herding, brilliance	light, sun, herding, brilliance
6558	Moros	domain	doom, fate, death, the allotted end	doom, fate, death, allotted end
6590	Pyroeis	domain	the planet Mars, fire, war	planet Mars, fire, war
6644	Tellus	domain	earth, agriculture, fertility, motherhood, the land	earth, agriculture, fertility, motherhood, land
6673	Pasikrata	domain	death, the underworld, absolute power	death, underworld, absolute power
6705	Laverna	domain	thieves, deception, cunning, the underworld, secrecy	thieves, deception, cunning, underworld, secrecy
6704	Spes	domain	hope, expectation, the future, youth, new beginnings	hope, expectation, future, youth, new beginnings
6707	Iana	domain	doors, beginnings, passages, the feminine aspect of Janus	doors, beginnings, passages, feminine aspect of Janus
6701	Henet	domain	pelicans, motherhood, sacrifice, the underworld	pelicans, motherhood, sacrifice, underworld
6715	Pepromene	domain	destiny, the allotted fate	destiny, allotted fate
6181	Nyx	domain	night, darkness, the primordial void	night, darkness, primordial void
6720	Dedun	domain	incense, Nubia, the south, wealth, foreign trade	incense, Nubia, south, wealth, foreign trade
6722	Ethniu	domain	imprisonment, motherhood, Balor, the bridge between Fomorians and Tuatha De Danann	imprisonment, motherhood, Balor, bridge between Fomorians and Tuatha De Danann
6726	Electryone	domain	dawn, the awakening, the morning	dawn, awakening, morning
6735	Dactyls	domain	metalworking, magic, music, the forge	metalworking, magic, music, forge
6793	Enyalius	domain	war, battle fury, the spear	war, battle fury, spear
6182	Aegipan	domain	nature, the wild, divine panic	nature, wild, divine panic
6830	Kunitama	domain	the soul of the land, the spirit of the nation, the land itself as divine	soul of the land, spirit of the nation, land itself as divine
6854	Wenquxing	domain	literature, the stars, examinations, education	literature, stars, examinations, education
6875	Zheng Lun	domain	gate protection, the supernatural, nasal power	gate protection, supernatural, nasal power
6901	Weneg	domain	order, the afterlife, kingship, Heliopolis, separation	order, afterlife, kingship, Heliopolis, separation
6900	Bat	domain	the cosmos, the cow, the Milky Way, Upper Egypt	cosmos, cow, the Milky Way, Upper Egypt
6895	Irer	domain	protection, serpents, the underworld, guardianship	protection, serpents, underworld, guardianship
6184	Coeus	domain	intellect, the axis of heaven, inquiry	intellect, axis of heaven, inquiry
6928	Itztlacoliuhqui	domain	obsidian, frost, cold, justice, punishment, blindness, the curved obsidian knife	obsidian, frost, cold, justice, punishment, blindness, curved obsidian knife
6941	The Earth Mother	domain	earth, agriculture, childbirth, nourishment, the dead	earth, agriculture, childbirth, nourishment, dead
6966	Discordia	domain	strife, discord, conflict, the golden apple	strife, discord, conflict, golden apple
6969	Moriya-no-Kami(Moreya-no-Kami)	domain	Suwa, the conquered deity, the indigenous god, Moriya	Suwa, conquered deity, indigenous god, Moriya
6964	Dea Tacita	domain	silence, the dead, ghosts, curses, the mute goddess	silence, dead, ghosts, curses, mute goddess
6968	Isetsuhiko	domain	Ise, the sun lineage, Amaterasus lineage, the warrior prince	Ise, sun lineage, Amaterasus lineage, warrior prince
6971	Ōyamatsumi	domain	mountains, the wilderness, hunting, marriage, the mountain father	mountains, wilderness, hunting, marriage, mountain father
6974	Iwasaku and Nesaku	domain	rock-splitting, creation, stone, the generation of deities from Kagutsuchis body	rock-splitting, creation, stone, generation of deities from Kagutsuchis body
6977	Shinatsuhiko	domain	wind, gales, air, the male wind deity	wind, gales, air, male wind deity
6980	Ukanomitama-no-Kami	domain	grain, rice, food, harvest, the spirit of grain	grain, rice, food, harvest, spirit of grain
6994	Britannia	domain	Britain, the Roman province, conquest, the northern frontier	Britain, the Roman province, conquest, northern frontier
6996	Invidia	domain	envy, jealousy, malice, the evil eye	envy, jealousy, malice, evil eye
7021	Salacia	domain	the sea, salt, Neptune, waves, navigation	sea, salt, Neptune, waves, navigation
7014	Quiritis	domain	motherhood, Juno, protection of mothers, the citizens	motherhood, Juno, protection of mothers, citizens
6189	Pandia	domain	the full moon, all-brightness, dew	full moon, all-brightness, dew
7024	Sentinus deus	domain	consciousness, the first sense, newborn awareness	consciousness, first sense, newborn awareness
7027	Tutela	domain	guardianship, protection, the tutelary principle, divine care	guardianship, protection, tutelary principle, divine care
7028	Tutilina	domain	grain storage, harvest preservation, the granary	grain storage, harvest preservation, granary
7033	Venilia	domain	the sea, coastal waters, shallow water, coming to shore	sea, coastal waters, shallow water, coming to shore
6192	Kuni-no-Tokotachi	domain	the eternal land, the first standing, primordial earth, foundations	eternal land, first standing, primordial earth, foundations
7064	Tsukuyomi-no-Mikoto	domain	the moon, night, food taboo, the calendar, the tides	moon, night, food taboo, calendar, tides
7064	Tsukuyomi-no-Mikoto	object	the moon	moon
7078	Ubusunagami	domain	birthplace, the guardian kami of ones birth territory, ancestral land protection	birthplace, guardian kami of ones birth territory, ancestral land protection
7081	Takeminakata	domain	Suwa, wrestling, thunder, submission, the earthly kami	Suwa, wrestling, thunder, submission, earthly kami
7083	Ujigami	domain	clan deity, ancestral worship, community protection, the guardian of the clan	clan deity, ancestral worship, community protection, guardian of the clan
7134	Xiuhtecuhtli	domain	fire, time, the calendar, turquoise, the year, the hearth, rulership	fire, time, calendar, turquoise, year, hearth, rulership
7151	Cintēteo	domain	corn, maize deities, agriculture, the corn gods collectively	corn, maize deities, agriculture, corn gods collectively
7154	Zacatzontli	domain	grass, agriculture, minor vegetation, the grass lord	grass, agriculture, minor vegetation, grass lord
7148	Chalchiuhtotolin	domain	disease, plague, sorcery, the jade turkey, Tezcatlipoca	disease, plague, sorcery, jade turkey, Tezcatlipoca
7149	Citlalatonac	domain	stars, the Milky Way, the male creative principle, the star-skirt	stars, the Milky Way, male creative principle, star-skirt
6197	Uranus	domain	sky, creation, heavens, the starry vault	sky, creation, heavens, starry vault
7243	Mens	domain	the mind, thought, reason, mental health, intelligence	mind, thought, reason, mental health, intelligence
7303	Ningal	domain	reed marshes, the moon, motherhood; the Akkadian Nikkal	reed marshes, moon, motherhood; the Akkadian Nikkal
7298	Ninlil	domain	grain, destiny, queen of the gods, the womb-conduit of major gods	grain, destiny, queen of the gods, womb-conduit of major gods
6198	Calliste	domain	beauty, the sea, islands	beauty, sea, islands
7305	Ereshkigal	domain	the netherworld, death, the binding of the dead, sovereignty over the great below	netherworld, death, binding of the dead, sovereignty over the great below
7305	Ereshkigal	object	the lapis-lazuli measuring rod and line; the seven Anunna who sit in judgement before her	lapis-lazuli measuring rod and line; seven Anunna who sit in judgement before her
7410	Yamatohime-no-mikoto	domain	Ise Grand Shrine, the sacred mirror, Amaterasus priestess, the divine will	Ise Grand Shrine, sacred mirror, Amaterasus priestess, divine will
7410	Yamatohime-no-mikoto	object	the sacred mirror	sacred mirror
7352	Asherah (Israelite)	object	the asherah / asherah-pole - her wooden cultic emblem frequently planted beside altars and high places, condemned in Deuteronomistic polemic; the Judean pillar figurines; cakes and incense and libations offered to the "Queen of Heaven" by the women of Judah	asherah / asherah-pole - her wooden cultic emblem frequently planted beside altars and high places, condemned in Deuteronomistic polemic; the Judean pillar figurines; cakes and incense and libations offered to the "Queen of Heaven" by the women of Judah
6199	Asia	domain	geography, continents, the eastern lands	geography, continents, eastern lands
6200	Aura	domain	breeze, dawn air, the morning wind, virginity	breeze, dawn air, morning wind, virginity
6133	Michael	object	sword and scales; the dragon-slaying spear	sword and scales; dragon-slaying spear
7341	Holy Spirit	domain	third person of the Christian Trinity; the breath/wind of God; presence of God; sanctifier; gift-giver; comforter; the indwelling presence in believers	third person of the Christian Trinity; breath/wind of God; presence of God; sanctifier; gift-giver; comforter; indwelling presence in believers
6108	Adam	object	the dust/adamah from which he was formed; the breath of life; Eden's garden; the tree of knowledge of good and evil; the rib; fig leaves and animal-skin garments	dust/adamah from which he was formed; breath of life; Eden's garden; tree of knowledge of good and evil; rib; fig leaves and animal-skin garments
7504	Maitreya	domain	the future Buddha; the bodhisattva who will appear in the world to come, when the teaching of the present Buddha has been forgotten, to re-establish the Dharma	future Buddha; bodhisattva who will appear in the world to come, when the teaching of the present Buddha has been forgotten, to re-establish the Dharma
7504	Maitreya	object	the naga-flower or stupa in his crown; sometimes a water-vessel; in East Asia, conflated with the laughing 'Budai' figure	naga-flower or stupa in his crown; sometimes a water-vessel; in East Asia, conflated with the laughing 'Budai' figure
6245	Moses	object	the rod; the two tablets of the law; the Bronze Serpent; his veil; the priestly garments and tabernacle furnishings	rod; two tablets of the law; the Bronze Serpent; his veil; priestly garments and tabernacle furnishings
6202	Kōjin	domain	fire, the hearth, the kitchen, cooking, purification by fire	fire, hearth, kitchen, cooking, purification by fire
7313	Geshtinanna	domain	the vine, dream-interpretation, scribal arts of the netherworld, sisterly devotion, alternating netherworld-substitute	vine, dream-interpretation, scribal arts of the netherworld, sisterly devotion, alternating netherworld-substitute
7313	Geshtinanna	object	grape-vine; the wine-jar	grape-vine; wine-jar
7520	Xbalanque	object	the blowgun; the ball-game gear	blowgun; ball-game gear
7215	Dewi Sri	object	the rice-plant and the rice-stalk; the cili figures woven from palm-leaf in her honour	rice-plant and the rice-stalk; cili figures woven from palm-leaf in her honour
6255	Glaucus	domain	the sea, prophecy, transformation, fishing, herbs	sea, prophecy, transformation, fishing, herbs
7223	Yama	domain	the lord of death and judge of the dead in Buddhist cosmology; ruler of the hell-realms; the Buddhist development of the Vedic/Hindu Yama	lord of death and judge of the dead in Buddhist cosmology; ruler of the hell-realms; the Buddhist development of the Vedic/Hindu Yama
7223	Yama	object	the mirror of karma; the rod of judgement; the noose	mirror of karma; rod of judgement; noose
6260	Graeae	domain	the gray sea, old age, guardianship, hidden knowledge	gray sea, old age, guardianship, hidden knowledge
7401	Anubis	domain	embalming, mummification, the dead, the necropolis, the weighing of the heart, the opening of the mouth ceremony, the underworld jackals - 'lord of the sacred land', 'foremost of the westerners'; psychopomp	embalming, mummification, dead, necropolis, weighing of the heart, opening of the mouth ceremony, underworld jackals - 'lord of the sacred land', 'foremost of the westerners'; psychopomp
7401	Anubis	object	embalming-table; the flail; the was-scepter; the heart-balance; mummification tools	embalming-table; flail; was-scepter; heart-balance; mummification tools
7511	Hariti	domain	the protector-goddess of children, childbirth, and parents; a reformed child-devouring yakshini converted by the Buddha	protector-goddess of children, childbirth, and parents; a reformed child-devouring yakshini converted by the Buddha
7511	Hariti	object	a child held or surrounded by many children; the pomegranate	a child held or surrounded by many children; pomegranate
7523	Hun-Came	object	the deadly trial-houses of Xibalba; the ball-court of the underworld	deadly trial-houses of Xibalba; ball-court of the underworld
7503	Siddhartha Gautama	domain	the historical Buddha; Shakyamuni; the founder of Buddhism, who attained complete awakening and taught the path to the cessation of suffering	historical Buddha; Shakyamuni; founder of Buddhism, who attained complete awakening and taught the path to the cessation of suffering
7503	Siddhartha Gautama	object	the Bodhi tree under which he awakened; the begging-bowl; the Dharma-wheel he set turning at Sarnath	the Bodhi tree under which he awakened; begging-bowl; the Dharma-wheel he set turning at Sarnath
7512	Itzamna	domain	the supreme creator-god of the Yucatec Maya; god of the sky, of writing, learning, and the priestly arts; lord of day and night	supreme creator-god of the Yucatec Maya; god of the sky, of writing, learning, and the priestly arts; lord of day and night
7512	Itzamna	object	the codex and the writing-implements; the sky-band; sometimes the cosmic caiman/crocodile whose body is the earth	codex and the writing-implements; sky-band; sometimes the cosmic caiman/crocodile whose body is the earth
7259	Mannus	domain	the founder-figure of the Germanic peoples in Tacitus; son of the earth-born Tuisto; ancestor of the great Germanic groupings	founder-figure of the Germanic peoples in Tacitus; son of the earth-born Tuisto; ancestor of the great Germanic groupings
7515	Huracan	domain	the K'iche' Maya 'Heart of Sky'; the storm-, wind-, and fire-god; a creator-deity, a trinity-in-one who with Q'uq'umatz brings the world into being	the K'iche' Maya 'Heart of Sky'; storm-, wind-, and fire-god; a creator-deity, a trinity-in-one who with Q'uq'umatz brings the world into being
7515	Huracan	object	the lightning and the thunderbolt; the great flood he sends to destroy the wooden people	lightning and the thunderbolt; great flood he sends to destroy the wooden people
7369	Saga	object	the cup with which she shares drink with Odin	cup with which she shares drink with Odin
6781	Attis	domain	the youthful consort of the Phrygian Mother Cybele; a vegetation-figure whose self-castration, death, and the cult's mourning and renewal stood at the centre of the Phrygian and Roman Mother-cult	youthful consort of the Phrygian Mother Cybele; a vegetation-figure whose self-castration, death, and the cult's mourning and renewal stood at the centre of the Phrygian and Roman Mother-cult
6781	Attis	object	the Phrygian cap; the pine tree; the shepherd's pipes	the Phrygian cap; pine tree; shepherd's pipes
6477	Anytos	domain	vegetation, the underworld, Arcadian mysteries	vegetation, underworld, Arcadian mysteries
7289	Apsu	domain	primordial freshwater, the sweet-water abyss, the begetter of the first gods	primordial freshwater, sweet-water abyss, begetter of the first gods
7075	Bragi	domain	poetry, eloquence, wisdom, song, the skaldic art	poetry, eloquence, wisdom, song, skaldic art
7075	Bragi	object	his harp; his tongue; the mead of poetry	his harp; his tongue; mead of poetry
7516	Chaac	object	the lightning-axe with which he strikes the clouds to make rain and thunder; the water-gourds	lightning-axe with which he strikes the clouds to make rain and thunder; water-gourds
7102	Hermóðr	domain	bravery, the underworld journey, rescue attempts, divine messengers	bravery, underworld journey, rescue attempts, divine messengers
7230	Sabazios	object	the votive bronze hand of Sabazios, covered with cult-symbols; the serpent drawn through the initiate's bosom in his mysteries	votive bronze hand of Sabazios, covered with cult-symbols; serpent drawn through the initiate's bosom in his mysteries
6333	Bes	domain	protection, childbirth, music, dance, merriment, the household	protection, childbirth, music, dance, merriment, household
7517	Kinich Ahau	object	the sun-disc; the kin sign marking his body	sun-disc; kin sign marking his body
7411	Takemikazuchi	domain	thunder, swords, martial valor, the subjugation of the land; one of the central warrior-kami; kami of Kashima Jingu; emerged from the blood of Kagutsuchi on Izanagi's sword	thunder, swords, martial valor, subjugation of the land; one of the central warrior-kami; kami of Kashima Jingu; emerged from the blood of Kagutsuchi on Izanagi's sword
6332	Wutong Shen	domain	wealth, sensuality, plague, the supernatural, ambiguity	wealth, sensuality, plague, supernatural, ambiguity
7205	Anunnaki	domain	The collective of major Mesopotamian gods. In Sumerian usage often the gods of the upper world; in later Akkadian usage often the netherworld gods.	collective of major Mesopotamian gods. In Sumerian usage often the gods of the upper world; in later Akkadian usage often the netherworld gods.
7522	Vucub Caquix	domain	the 'Seven Macaw' of the Popol Vuh; a vain bird-monster who in the time before the true sun set himself up as a false sun and moon; brought down by the Hero Twins	'Seven Macaw' of the Popol Vuh; a vain bird-monster who in the time before the true sun set himself up as a false sun and moon; brought down by the Hero Twins
7522	Vucub Caquix	object	his glittering metal teeth and jewelled eyes - the source of his false radiance; the nance-fruit tree where the Twins ambush him	his glittering metal teeth and jewelled eyes - the source of his false radiance; nance-fruit tree where the Twins ambush him
6450	Yuanshi Tianzun	domain	creation, supreme Daoism, the primordial beginning	creation, supreme Daoism, primordial beginning
7306	Nergal	domain	war, plague, fire, the destructive aspect of the sun, kingship of the netherworld; also called Erra in his rampage-aspect	war, plague, fire, destructive aspect of the sun, kingship of the netherworld; also called Erra in his rampage-aspect
7292	Anshar	domain	the upper firmament/whole-sky; second-generation primordial; later identified with Ashshur in Assyrian recension	upper firmament/whole-sky; second-generation primordial; later identified with Ashshur in Assyrian recension
7321	Nikkal	domain	the moon, childbirth, fruit-bearing - Ugaritic *nkl*, cognate of Sumero-Akkadian Ningal	moon, childbirth, fruit-bearing - Ugaritic *nkl*, cognate of Sumero-Akkadian Ningal
7227	Abraxas	domain	a cosmic ruler-name of the Gnostic systems, especially associated with Basilides; the name whose Greek letters sum to 365, denoting the ruler of the 365 heavens; widely inscribed on protective gems	a cosmic ruler-name of the Gnostic systems, especially associated with Basilides; name whose Greek letters sum to 365, denoting the ruler of the 365 heavens; widely inscribed on protective gems
7227	Abraxas	object	the protective gem-amulets bearing his name and image; the shield and whip he carries in the gem-iconography	protective gem-amulets bearing his name and image; shield and whip he carries in the gem-iconography
7348	Shekhinah	domain	divine presence; the indwelling presence of God in the Tabernacle, the Temple, with Israel in exile, with the studious; in Kabbalah, the tenth Sefirah, the divine femininity, the "bride" of Tiferet seeking reunion	divine presence; indwelling presence of God in the Tabernacle, the Temple, with Israel in exile, with the studious; in Kabbalah, tenth Sefirah, divine femininity, "bride" of Tiferet seeking reunion
7348	Shekhinah	object	cloud of presence; the kavod of YHWH; in Kabbalah, the Sefirah of Malkhut; the moon	cloud of presence; kavod of YHWH; in Kabbalah, the Sefirah of Malkhut; moon
6262	Protesilaus	domain	war, sacrifice, the first death at Troy, the threshold	war, sacrifice, first death at Troy, threshold
6480	Chronos	domain	time, eternity, the ages	time, eternity, ages
6484	Rangda	domain	the demon-queen of Balinese myth and ritual drama; the terrible widow-witch, leader of the leyak; the embodiment of destructive, chaotic force, eternally opposed to Barong	demon-queen of Balinese myth and ritual drama; terrible widow-witch, leader of the leyak; embodiment of destructive, chaotic force, eternally opposed to Barong
6484	Rangda	object	her long claws and lolling fiery tongue; the white cloth she wields; her unbound wild hair	her long claws and lolling fiery tongue; white cloth she wields; her unbound wild hair
6345	Renpet	domain	the year, time, renewal, eternity, vegetation	year, time, renewal, eternity, vegetation
6346	Deus	domain	the supreme divine principle, the god, divine unity	supreme divine principle, god, divine unity
6353	Sobek	domain	water, crocodiles, military power, the Nile, the Fayum	water, crocodiles, military power, Nile, the Fayum
6354	Apedemek	domain	war, kingship, the lion, Nubia, Meroe	war, kingship, lion, Nubia, Meroe
6358	Syceus	domain	fig trees, agriculture, the primordial fig	fig trees, agriculture, primordial fig
6359	Kang Jinlong	domain	astronomy, protection, the constellations	astronomy, protection, constellations
6362	Nefertem	domain	the lotus, perfume, beauty, healing, the sun, sunrise	lotus, perfume, beauty, healing, sun, sunrise
6361	Xiyue Dadi	domain	the west, mountains, judgment, protection	west, mountains, judgment, protection
6364	Nebethetepet	domain	sexuality, creation, Heliopolis, the hand of Atum	sexuality, creation, Heliopolis, hand of Atum
6487	Kikurihime-no-Kami	domain	mediation, the boundary between life and death, Izanagi and Izanami, reconciliation	mediation, boundary between life and death, Izanagi and Izanami, reconciliation
6369	King Father of the East	domain	immortality, the east, yang energy, longevity	immortality, east, yang energy, longevity
6368	Telephus	domain	kingship, Mysia, the wound that only the wounder can heal	kingship, Mysia, wound that only the wounder can heal
6204	Thoth	domain	wisdom, writing, magic, the moon, measurement, judgment, knowledge	wisdom, writing, magic, moon, measurement, judgment, knowledge
6204	Thoth	object	reed-pen and palette; the moon-disk on his head; the ibis; the Eye of Horus	reed-pen and palette; moon-disk on his head; ibis; the Eye of Horus
6205	Xuanwu	domain	the north, water, martial arts, exorcism, turtles and snakes	north, water, martial arts, exorcism, turtles and snakes
6206	Hatmehit	domain	fish, fertility, the Nile, Mendes, the Delta	fish, fertility, Nile, Mendes, the Delta
6375	Telesphorus	domain	healing, convalescence, recovery, the divine child	healing, convalescence, recovery, divine child
6533	Marshal Tianpeng	domain	war, the heavenly army, the north, waters, command	war, heavenly army, north, waters, command
6562	Aeternitas	domain	eternity, permanence, the eternal nature of Rome, immortality	eternity, permanence, eternal nature of Rome, immortality
6564	Homados	domain	battle noise, tumult, the din of war	battle noise, tumult, din of war
6567	Orthanes	domain	fertility, the phallus, procreation	fertility, phallus, procreation
6495	Angelos	domain	underworld, the moon, Hecate	underworld, moon, Hecate
6496	Meilichios	domain	propitiation, appeasement, the gentle side of Zeus, honey	propitiation, appeasement, gentle side of Zeus, honey
6497	Cangdi	domain	water, the north, winter, the Azure Emperor, the Green Emperor	water, north, winter, the Azure Emperor, the Green Emperor
6378	Yanluo Wang	domain	the underworld, judgment of the dead, punishment, the ten courts	underworld, judgment of the dead, punishment, ten courts
6380	Akhty	domain	the sun, the horizon, ferrymen, the afterlife	sun, horizon, ferrymen, afterlife
6382	Am-heh	domain	the underworld, devouring, lakes of fire, punishment	underworld, devouring, lakes of fire, punishment
6384	Concordia	domain	harmony, agreement, peace between citizens, the state	harmony, agreement, peace between citizens, state
6518	Nemty	domain	ferrying, the river, protection, punishment, Upper Egypt	ferrying, river, protection, punishment, Upper Egypt
6569	Hyperion	domain	light, watchfulness, the sun above	light, watchfulness, sun above
6386	Gorgon	domain	terror, protection, death, the apotropaic	terror, protection, death, apotropaic
6263	Jesus	object	cross; crown of thorns; spear; sponge of vinegar; robe; five loaves and two fish; the chalice/grail	cross; crown of thorns; spear; sponge of vinegar; robe; five loaves and two fish; chalice/grail
6266	Huehuecoyotl	domain	trickery, dance, music, old age, storytelling, the old coyote	trickery, dance, music, old age, storytelling, old coyote
6267	Itztapaltotec	domain	obsidian, flint, Xipe Totec, sacrifice, the obsidian lord	obsidian, flint, Xipe Totec, sacrifice, obsidian lord
6271	Mictlanpachecatl	domain	the south wind, Huitzilopochtli, the southern direction	south wind, Huitzilopochtli, southern direction
6275	Hou Yi	domain	archery, the sun, heroism, drought, marital tragedy	archery, sun, heroism, drought, marital tragedy
6272	Europa	domain	sovereignty, abduction, the continent	sovereignty, abduction, continent
6277	Heimarmene	domain	fate, destiny, the allotted portion, cosmic determinism	fate, destiny, allotted portion, cosmic determinism
6279	Huang Feihu	domain	war, loyalty, the supernatural, Mount Tai	war, loyalty, supernatural, Mount Tai
6393	Kui Xing	domain	examinations, literature, scholarship, the stars	examinations, literature, scholarship, stars
6281	Wenchang Wang	domain	literature, examinations, scholarship, education, the stars	literature, examinations, scholarship, education, stars
6283	Hermanubis	domain	the afterlife, Greco-Egyptian syncretism, mummification, guidance	afterlife, Greco-Egyptian syncretism, mummification, guidance
6519	Werethekau	domain	magic, protection, power, the uraeus, royalty	magic, protection, power, uraeus, royalty
6208	Metatron	object	scroll; fiery throne; the seventy names; pen of fire	scroll; fiery throne; seventy names; pen of fire
6209	Heka	domain	magic, the spoken word, creative power, healing, medicine	magic, spoken word, creative power, healing, medicine
6284	Libitina	domain	funerals, death, burial, the transition from life to death	funerals, death, burial, transition from life to death
6212	Tritopatores	domain	ancestral spirits, wind spirits, fertility, the dead	ancestral spirits, wind spirits, fertility, dead
6211	Jinushigami	domain	local land spirits, territory, the guardian of specific places	local land spirits, territory, guardian of specific places
6213	Half-elf	domain	liminality, mixed heritage, the boundary between mortal and immortal, elves and humans	liminality, mixed heritage, boundary between mortal and immortal, elves and humans
6217	Geras	domain	old age, decay, the final stage of life	old age, decay, final stage of life
6215	Abraham	object	the altars he builds; the knife at the binding of Isaac; the tent at the oaks of Mamre; the cave of Machpelah	altars he builds; knife at the binding of Isaac; tent at the oaks of Mamre; cave of Machpelah
6220	Atalanta	domain	hunt, racing, virginity, the wild	hunt, racing, virginity, wild
6221	Iapetus	domain	mortality, the mortal lifespan, craftsmanship	mortality, mortal lifespan, craftsmanship
6225	Lelantos	domain	air, the unseen, invisibility, Titans	air, unseen, invisibility, Titans
6286	Enodia	domain	roads, crossroads, gateways, protection of travelers, the dead	roads, crossroads, gateways, protection of travelers, dead
6290	Anthelioi	domain	the sun, solar worship, twin deities, Sabine religion	sun, solar worship, twin deities, Sabine religion
6394	Taibai Jinxing	domain	diplomacy, the stars, Venus, heavenly bureaucracy	diplomacy, stars, Venus, heavenly bureaucracy
6228	Psyche	domain	the soul, love, beauty, transformation, immortality	soul, love, beauty, transformation, immortality
6229	Iphigenia	domain	sacrifice, purity, the transition from human to divine	sacrifice, purity, transition from human to divine
6230	Amphiaraus	domain	prophecy, war, the underworld, divine favor	prophecy, war, underworld, divine favor
6233	Dongyue Dadi	domain	death, the afterlife, mountains, judgment of the dead	death, afterlife, mountains, judgment of the dead
6234	Taizi Changqin	domain	filial piety, music, the guqin, the Zhou Dynasty	filial piety, music, guqin, the Zhou Dynasty
6293	Erinyes	domain	vengeance, blood guilt, torment, the underworld	vengeance, blood guilt, torment, underworld
6298	Serapis	domain	death, rebirth, the underworld, fertility, healing	death, rebirth, underworld, fertility, healing
6297	Hesperis	domain	evening, sunset, the west, twilight	evening, sunset, west, twilight
6570	Ophion	domain	primordial rule, the cosmic egg, creation	primordial rule, cosmic egg, creation
6086	Amu-Aa	domain	protection, hunting, the desert, border defense	protection, hunting, desert, border defense
6087	Shinkai	domain	divine beings, the kami collectively, sacred spirits, the concept of divinity	divine beings, kami collectively, sacred spirits, concept of divinity
6573	Di Jun	domain	music, the sun, agriculture, ancestor of the Shang	music, sun, agriculture, ancestor of the Shang
6597	Philomelus	domain	agriculture, ploughing, the plough, the constellation Bootes	agriculture, ploughing, plough, constellation Bootes
6308	White Emperor	domain	the west, metal, autumn, warfare, punishment	west, metal, autumn, warfare, punishment
6304	Hesperus	domain	the evening star, Venus at dusk, twilight	evening star, Venus at dusk, twilight
6460	Harsomtus	domain	divine union, the sun, the falcon, Edfu	divine union, sun, falcon, Edfu
6463	Potnia Theron	domain	wild animals, hunting, nature, the wilderness	wild animals, hunting, nature, wilderness
6464	Huitztlampaehecatl	domain	the north wind, Mictlantecuhtli, the northern direction, cold, death	north wind, Mictlantecuhtli, northern direction, cold, death
6466	Theia	domain	sight, light, precious metals, brilliance, the shining sky	sight, light, precious metals, brilliance, shining sky
6505	Melicertes	domain	the sea, harbors, protection of sailors, transformation	sea, harbors, protection of sailors, transformation
6503	Pax	domain	peace, prosperity, the absence of war, civilization	peace, prosperity, absence of war, civilization
6510	Mehen	domain	protection, the sun, serpents, the solar barque, coiling	protection, sun, serpents, solar barque, coiling
6511	Wepset	domain	fire, protection, the uraeus, the pharaoh, burning	fire, protection, uraeus, pharaoh, burning
6522	Mesembria	domain	noon, midday, the suns zenith	noon, midday, suns zenith
6520	Roma	domain	the city of Rome, empire, civilization, sovereignty	city of Rome, empire, civilization, sovereignty
6527	Wosret	domain	war, Thebes, protection, the pharaoh	war, Thebes, protection, pharaoh
6535	Meskhenet	domain	childbirth, destiny, fate, the birth-brick	childbirth, destiny, fate, birth-brick
6544	Satis	domain	the Nile cataract, water, hunting, war, Elephantine	Nile cataract, water, hunting, war, Elephantine
6549	Neaera	domain	the sun, herding, radiance	sun, herding, radiance
6545	Nebnerou	domain	protection, serpents, the underworld, danger	protection, serpents, underworld, danger
6546	Diana	domain	the hunt, the moon, virginity, wilderness, childbirth	hunt, moon, virginity, wilderness, childbirth
6555	Juno	domain	marriage, childbirth, women, queenship, the state	marriage, childbirth, women, queenship, state
6553	Anuket	domain	the Nile cataract, water, hunting, nourishment, Elephantine	Nile cataract, water, hunting, nourishment, Elephantine
6557	Di inferi	domain	the underworld, the dead, chthonic powers, the depths	underworld, dead, chthonic powers, depths
6554	Shai	domain	fate, destiny, fortune, the afterlife, judgment	fate, destiny, fortune, afterlife, judgment
6575	Zhong Kui	domain	exorcism, demon-slaying, the supernatural, examinations, justice	exorcism, demon-slaying, supernatural, examinations, justice
